perfume_id,brand,perfume_name,full_name,perfume_type,family,top_notes,middle_notes,base_notes,occasions,moods,professional_description,customer_query_example,all_notes
5705,Jean Paul Gaultier,Essence Dream,Jean Paul Gaultier Essence Dream,Pour Homme,Fresh,"Petitgrain, Jasmine","Iris, Violet, Geranium","Praline, Cedar, Labdanum","daily wear, summer","luxurious, energetic","Jean Paul Gaultier Essence Dream is a captivating Fresh fragrance. It opens with vibrant notes of Petitgrain and Jasmine. The heart reveals Iris, Violet and Geranium. Base notes of Praline, Cedar, Labdanum provide a lasting and memorable impression.",Need fresh perfume for daily wear and summer,"Petitgrain, Jasmine, Iris, Violet, Geranium, Praline, Cedar, Labdanum"
5706,Marc Jacobs,Amber,Marc Jacobs Amber,Parfum,Oriental,"Bergamot, Mint, Mandarin, Petitgrain","Lily, Violet, Cardamom","Musk, Praline",date night,"energetic, sensual","Marc Jacobs Amber is a captivating Oriental fragrance. It opens with vibrant notes of Bergamot, Mint, Mandarin and Petitgrain. The heart reveals Lily, Violet and Cardamom. Base notes of Musk, Praline provide a lasting and memorable impression.",Looking for date night fragrance with Musk base,"Bergamot, Mint, Mandarin, Petitgrain, Lily, Violet, Cardamom, Musk, Praline"
5707,Byredo,Rose Essence,Byredo Rose Essence,Pour Femme,Fresh,"Pink Pepper, Lavender","Clove, Rose, Honeysuckle","Vetiver, Oud",summer,confident,"Byredo Rose Essence is a captivating Fresh fragrance. It opens with vibrant notes of Pink Pepper and Lavender. The heart reveals Clove, Rose and Honeysuckle. Base notes of Vetiver, Oud provide a lasting and memorable impression.",I'm looking for something confident for summer,"Pink Pepper, Lavender, Clove, Rose, Honeysuckle, Vetiver, Oud"
5708,Hugo Boss,Absolute Love,Hugo Boss Absolute Love,Eau de Parfum,Green,"Mandarin, Mint","Violet, Ylang-ylang","Ambergris, Praline","romantic dinner, beach day","bold, mysterious","Hugo Boss Absolute Love is a captivating Green fragrance. It opens with vibrant notes of Mandarin and Mint. The heart reveals Violet and Ylang-ylang. Base notes of Ambergris, Praline provide a lasting and memorable impression.","I love Violet and Mandarin, what should I get?","Mandarin, Mint, Violet, Ylang-ylang, Ambergris, Praline"
5709,Jo Malone,La,Jo Malone La,Intense,Woody,"Peach, Pear","Rose, Honeysuckle, Gardenia","Cocoa, Musk, Sandalwood",casual,"romantic, bold","Jo Malone La is a captivating Woody fragrance. It opens with vibrant notes of Peach and Pear. The heart reveals Rose, Honeysuckle and Gardenia. Base notes of Cocoa, Musk, Sandalwood provide a lasting and memorable impression.",I'm looking for something romantic for casual,"Peach, Pear, Rose, Honeysuckle, Gardenia, Cocoa, Musk, Sandalwood"
5710,Yves Saint Laurent,Rose,Yves Saint Laurent Rose,Parfum,Woody,"Mint, Basil, Jasmine","Cinnamon, Tuberose","Ambergris, Oakmoss, Oud","fall, date night",playful,"Yves Saint Laurent Rose is a captivating Woody fragrance. It opens with vibrant notes of Mint, Basil and Jasmine. The heart reveals Cinnamon and Tuberose. Base notes of Ambergris, Oakmoss, Oud provide a lasting and memorable impression.",Need woody perfume for fall and date night,"Mint, Basil, Jasmine, Cinnamon, Tuberose, Ambergris, Oakmoss, Oud"
5711,Versace,Secret,Versace Secret,Eau de Toilette,Green,"Apple, Neroli, Lavender","Geranium, Cardamom","Vanilla, Tobacco, Ambergris",wedding,energetic,"Versace Secret is a captivating Green fragrance. It opens with vibrant notes of Apple, Neroli and Lavender. The heart reveals Geranium and Cardamom. Base notes of Vanilla, Tobacco, Ambergris provide a lasting and memorable impression.",I'm looking for something energetic for wedding,"Apple, Neroli, Lavender, Geranium, Cardamom, Vanilla, Tobacco, Ambergris"
5712,Jo Malone,Elixir Pure,Jo Malone Elixir Pure,Extreme,Floral,"Pear, Pink Pepper, Peach","Jasmine, Freesia","Ambergris, Cedar, Vetiver","casual, daily wear",confident,"Jo Malone Elixir Pure is a captivating Floral fragrance. It opens with vibrant notes of Pear, Pink Pepper and Peach. The heart reveals Jasmine and Freesia. Base notes of Ambergris, Cedar, Vetiver provide a lasting and memorable impression.","Want to smell confident and confident, maybe something floral","Pear, Pink Pepper, Peach, Jasmine, Freesia, Ambergris, Cedar, Vetiver"
5713,Burberry,Vanilla Absolute,Burberry Vanilla Absolute,Pour Femme,Aromatic,"Lavender, Peach, Mandarin, Basil","Nutmeg, Cardamom","Leather, Cashmere Wood",beach day,"romantic, fresh","Burberry Vanilla Absolute is a captivating Aromatic fragrance. It opens with vibrant notes of Lavender, Peach, Mandarin and Basil. The heart reveals Nutmeg and Cardamom. Base notes of Leather, Cashmere Wood provide a lasting and memorable impression.",What has Leather and works for beach day?,"Lavender, Peach, Mandarin, Basil, Nutmeg, Cardamom, Leather, Cashmere Wood"
5714,Yves Saint Laurent,Exotic Paradise,Yves Saint Laurent Exotic Paradise,Unisex,Chypre,"Petitgrain, Lime","Tuberose, Peony, Honeysuckle","Benzoin, Oud, Cedar",evening,fresh,"Yves Saint Laurent Exotic Paradise is a captivating Chypre fragrance. It opens with vibrant notes of Petitgrain and Lime. The heart reveals Tuberose, Peony and Honeysuckle. Base notes of Benzoin, Oud, Cedar provide a lasting and memorable impression.",Looking for evening fragrance with Benzoin base,"Petitgrain, Lime, Tuberose, Peony, Honeysuckle, Benzoin, Oud, Cedar"
5715,Bvlgari,Secret,Bvlgari Secret,Elixir,Oriental,"Saffron, Petitgrain","Orchid, Peony","Amber, Benzoin","party, spring",bold,"Bvlgari Secret is a captivating Oriental fragrance. It opens with vibrant notes of Saffron and Petitgrain. The heart reveals Orchid and Peony. Base notes of Amber, Benzoin provide a lasting and memorable impression.","Want to smell bold and bold, maybe something oriental","Saffron, Petitgrain, Orchid, Peony, Amber, Benzoin"
5716,Hermès,Crystal Musk,Hermès Crystal Musk,Unisex,Chypre,"Lavender, Neroli, Petitgrain","Freesia, Clove, Cinnamon","White Musk, Sandalwood","winter, spring",dreamy,"Hermès Crystal Musk is a captivating Chypre fragrance. It opens with vibrant notes of Lavender, Neroli and Petitgrain. The heart reveals Freesia, Clove and Cinnamon. Base notes of White Musk, Sandalwood provide a lasting and memorable impression.",Need chypre with Freesia for winter,"Lavender, Neroli, Petitgrain, Freesia, Clove, Cinnamon, White Musk, Sandalwood"
5717,Cartier,Silver,Cartier Silver,Intense,Green,"Peach, Cardamom","Nutmeg, Cardamom","Sandalwood, Amber, Benzoin",night out,romantic,"Cartier Silver is a captivating Green fragrance. It opens with vibrant notes of Peach and Cardamom. The heart reveals Nutmeg and Cardamom. Base notes of Sandalwood, Amber, Benzoin provide a lasting and memorable impression.",Need green with Nutmeg for night out,"Peach, Cardamom, Nutmeg, Cardamom, Sandalwood, Amber, Benzoin"
5718,Byredo,Enigma,Byredo Enigma,Parfum,Floral,"Pear, Apple","Lavender, Lily","Cocoa, Ambergris",summer,"sensual, bold","Byredo Enigma is a captivating Floral fragrance. It opens with vibrant notes of Pear and Apple. The heart reveals Lavender and Lily. Base notes of Cocoa, Ambergris provide a lasting and memorable impression.","I love Lavender and Pear, what should I get?","Pear, Apple, Lavender, Lily, Cocoa, Ambergris"
5719,Thierry Mugler,Rose,Thierry Mugler Rose,Eau de Toilette,Gourmand,"Basil, Saffron, Petitgrain, Rose","Clove, Geranium, Freesia","Vetiver, Praline, Cedar",date night,"fresh, sophisticated","Thierry Mugler Rose is a captivating Gourmand fragrance. It opens with vibrant notes of Basil, Saffron, Petitgrain and Rose. The heart reveals Clove, Geranium and Freesia. Base notes of Vetiver, Praline, Cedar provide a lasting and memorable impression.","Want to smell fresh and sophisticated, maybe something gourmand","Basil, Saffron, Petitgrain, Rose, Clove, Geranium, Freesia, Vetiver, Praline, Cedar"
5720,Tom Ford,Intense,Tom Ford Intense,Elixir,Green,"Rose, Pink Pepper, Lavender, Petitgrain","Ylang-ylang, Lily","Vanilla, Musk",party,sensual,"Tom Ford Intense is a captivating Green fragrance. It opens with vibrant notes of Rose, Pink Pepper, Lavender and Petitgrain. The heart reveals Ylang-ylang and Lily. Base notes of Vanilla, Musk provide a lasting and memorable impression.",Need green perfume for party and party,"Rose, Pink Pepper, Lavender, Petitgrain, Ylang-ylang, Lily, Vanilla, Musk"
5721,Dolce & Gabbana,Desire Intense,Dolce & Gabbana Desire Intense,Elixir,Gourmand,"Petitgrain, Saffron, Blackcurrant, Lime","Freesia, Orchid, Cinnamon","Tobacco, Incense",night out,"playful, dreamy","Dolce & Gabbana Desire Intense is a captivating Gourmand fragrance. It opens with vibrant notes of Petitgrain, Saffron, Blackcurrant and Lime. The heart reveals Freesia, Orchid and Cinnamon. Base notes of Tobacco, Incense provide a lasting and memorable impression.",Searching for a playful scent with Petitgrain,"Petitgrain, Saffron, Blackcurrant, Lime, Freesia, Orchid, Cinnamon, Tobacco, Incense"
5722,Hugo Boss,La,Hugo Boss La,Eau de Toilette,Aquatic,"Jasmine, Basil, Bergamot","Nutmeg, Peony","Tonka Bean, Oakmoss, Cedar","formal event, wedding",romantic,"Hugo Boss La is a captivating Aquatic fragrance. It opens with vibrant notes of Jasmine, Basil and Bergamot. The heart reveals Nutmeg and Peony. Base notes of Tonka Bean, Oakmoss, Cedar provide a lasting and memorable impression.","Need a perfume with Jasmine smell, good for formal event","Jasmine, Basil, Bergamot, Nutmeg, Peony, Tonka Bean, Oakmoss, Cedar"
5723,Byredo,Crystal Femme,Byredo Crystal Femme,Pour Femme,Fresh,"Jasmine, Bergamot","Violet, Geranium","Tonka Bean, Patchouli, Vanilla","fall, wedding","warm, dreamy","Byredo Crystal Femme is a captivating Fresh fragrance. It opens with vibrant notes of Jasmine and Bergamot. The heart reveals Violet and Geranium. Base notes of Tonka Bean, Patchouli, Vanilla provide a lasting and memorable impression.",Need fresh perfume for fall and wedding,"Jasmine, Bergamot, Violet, Geranium, Tonka Bean, Patchouli, Vanilla"
5724,Givenchy,Homme,Givenchy Homme,Extreme,Green,"Lemon, Lime","Clove, Lily, Tuberose","Oud, Leather, Tobacco","winter, daily wear","confident, sophisticated","Givenchy Homme is a captivating Green fragrance. It opens with vibrant notes of Lemon and Lime. The heart reveals Clove, Lily and Tuberose. Base notes of Oud, Leather, Tobacco provide a lasting and memorable impression.",I'm looking for something confident for winter,"Lemon, Lime, Clove, Lily, Tuberose, Oud, Leather, Tobacco"
5725,Armani,Passion Intense,Armani Passion Intense,Eau de Parfum,Chypre,"Peach, Mandarin, Pear","Magnolia, Rose, Gardenia","White Musk, Vetiver, Incense",spring,"luxurious, romantic","Armani Passion Intense is a captivating Chypre fragrance. It opens with vibrant notes of Peach, Mandarin and Pear. The heart reveals Magnolia, Rose and Gardenia. Base notes of White Musk, Vetiver, Incense provide a lasting and memorable impression.",Looking for spring fragrance with White Musk base,"Peach, Mandarin, Pear, Magnolia, Rose, Gardenia, White Musk, Vetiver, Incense"
5726,Hugo Boss,Sapphire,Hugo Boss Sapphire,Elixir,Green,"Petitgrain, Lime","Iris, Lavender","Vanilla, Amber, Benzoin",formal event,dreamy,"Hugo Boss Sapphire is a captivating Green fragrance. It opens with vibrant notes of Petitgrain and Lime. The heart reveals Iris and Lavender. Base notes of Vanilla, Amber, Benzoin provide a lasting and memorable impression.",What has Vanilla and works for formal event?,"Petitgrain, Lime, Iris, Lavender, Vanilla, Amber, Benzoin"
5727,Armani,Midnight,Armani Midnight,Intense,Floral,"Petitgrain, Pear, Lemon, Cardamom","Clove, Nutmeg, Orange Blossom","Labdanum, Benzoin","fall, wedding",romantic,"Armani Midnight is a captivating Floral fragrance. It opens with vibrant notes of Petitgrain, Pear, Lemon and Cardamom. The heart reveals Clove, Nutmeg and Orange Blossom. Base notes of Labdanum, Benzoin provide a lasting and memorable impression.",I want something like Armani but more romantic,"Petitgrain, Pear, Lemon, Cardamom, Clove, Nutmeg, Orange Blossom, Labdanum, Benzoin"
5728,Lancôme,Enigma Absolute,Lancôme Enigma Absolute,Pour Homme,Fresh,"Saffron, Petitgrain, Pear, Mint","Freesia, Geranium, Magnolia","Labdanum, Ambergris, Oud",evening,sensual,"Lancôme Enigma Absolute is a captivating Fresh fragrance. It opens with vibrant notes of Saffron, Petitgrain, Pear and Mint. The heart reveals Freesia, Geranium and Magnolia. Base notes of Labdanum, Ambergris, Oud provide a lasting and memorable impression.",Need fresh perfume for evening and evening,"Saffron, Petitgrain, Pear, Mint, Freesia, Geranium, Magnolia, Labdanum, Ambergris, Oud"
5729,Jean Paul Gaultier,White,Jean Paul Gaultier White,Absolu,Citrus,"Orange, Pear, Pink Pepper, Peach","Geranium, Honeysuckle, Gardenia","Ambergris, Praline, Musk","daily wear, formal event","warm, playful","Jean Paul Gaultier White is a captivating Citrus fragrance. It opens with vibrant notes of Orange, Pear, Pink Pepper and Peach. The heart reveals Geranium, Honeysuckle and Gardenia. Base notes of Ambergris, Praline, Musk provide a lasting and memorable impression.",Looking for daily wear fragrance with Ambergris base,"Orange, Pear, Pink Pepper, Peach, Geranium, Honeysuckle, Gardenia, Ambergris, Praline, Musk"
5730,Versace,Orchid Noir,Versace Orchid Noir,Eau de Parfum,Gourmand,"Neroli, Pink Pepper","Rose, Lily","Ambergris, Patchouli, Vanilla","beach day, romantic dinner","elegant, dreamy","Versace Orchid Noir is a captivating Gourmand fragrance. It opens with vibrant notes of Neroli and Pink Pepper. The heart reveals Rose and Lily. Base notes of Ambergris, Patchouli, Vanilla provide a lasting and memorable impression.",I want something like Versace but more elegant,"Neroli, Pink Pepper, Rose, Lily, Ambergris, Patchouli, Vanilla"
5731,Carolina Herrera,Dream Noir,Carolina Herrera Dream Noir,Extreme,Woody,"Rose, Jasmine, Mint","Honeysuckle, Peony, Cardamom","Sandalwood, Ambergris",summer,"sophisticated, playful","Carolina Herrera Dream Noir is a captivating Woody fragrance. It opens with vibrant notes of Rose, Jasmine and Mint. The heart reveals Honeysuckle, Peony and Cardamom. Base notes of Sandalwood, Ambergris provide a lasting and memorable impression.","Need a perfume with Rose smell, good for summer","Rose, Jasmine, Mint, Honeysuckle, Peony, Cardamom, Sandalwood, Ambergris"
5732,Marc Jacobs,Exotic Femme,Marc Jacobs Exotic Femme,Parfum,Aromatic,"Lemon, Saffron, Lime","Magnolia, Gardenia, Freesia","Leather, Ambergris, Amber",spring,"bold, relaxed","Marc Jacobs Exotic Femme is a captivating Aromatic fragrance. It opens with vibrant notes of Lemon, Saffron and Lime. The heart reveals Magnolia, Gardenia and Freesia. Base notes of Leather, Ambergris, Amber provide a lasting and memorable impression.","Need a perfume with Lemon smell, good for spring","Lemon, Saffron, Lime, Magnolia, Gardenia, Freesia, Leather, Ambergris, Amber"
5733,Paco Rabanne,Exotic,Paco Rabanne Exotic,Pour Femme,Aromatic,"Rose, Lemon, Grapefruit","Lavender, Ylang-ylang, Orchid","White Musk, Vanilla, Oud","wedding, winter","warm, playful","Paco Rabanne Exotic is a captivating Aromatic fragrance. It opens with vibrant notes of Rose, Lemon and Grapefruit. The heart reveals Lavender, Ylang-ylang and Orchid. Base notes of White Musk, Vanilla, Oud provide a lasting and memorable impression.",I want something like Paco Rabanne but more warm,"Rose, Lemon, Grapefruit, Lavender, Ylang-ylang, Orchid, White Musk, Vanilla, Oud"
5734,Hermès,Homme Elixir,Hermès Homme Elixir,Unisex,Green,"Orange, Lemon, Pink Pepper","Clove, Geranium, Jasmine","Ambergris, Cashmere Wood, Tonka Bean",date night,"sophisticated, energetic","Hermès Homme Elixir is a captivating Green fragrance. It opens with vibrant notes of Orange, Lemon and Pink Pepper. The heart reveals Clove, Geranium and Jasmine. Base notes of Ambergris, Cashmere Wood, Tonka Bean provide a lasting and memorable impression.",Searching for a sophisticated scent with Orange,"Orange, Lemon, Pink Pepper, Clove, Geranium, Jasmine, Ambergris, Cashmere Wood, Tonka Bean"
5735,Bvlgari,Noir,Bvlgari Noir,Unisex,Citrus,"Basil, Bergamot, Mandarin, Apple","Violet, Nutmeg","Cedar, Patchouli",party,confident,"Bvlgari Noir is a captivating Citrus fragrance. It opens with vibrant notes of Basil, Bergamot, Mandarin and Apple. The heart reveals Violet and Nutmeg. Base notes of Cedar, Patchouli provide a lasting and memorable impression.",What has Cedar and works for party?,"Basil, Bergamot, Mandarin, Apple, Violet, Nutmeg, Cedar, Patchouli"
5736,Marc Jacobs,Black,Marc Jacobs Black,Unisex,Gourmand,"Rose, Mint","Orchid, Clove, Rose","Leather, Sandalwood, Ambergris","daily wear, party",bold,"Marc Jacobs Black is a captivating Gourmand fragrance. It opens with vibrant notes of Rose and Mint. The heart reveals Orchid, Clove and Rose. Base notes of Leather, Sandalwood, Ambergris provide a lasting and memorable impression.",Searching for a bold scent with Rose,"Rose, Mint, Orchid, Clove, Rose, Leather, Sandalwood, Ambergris"
